word,traditional,pinyin,hsk_level
项目,項目,xiàng mù,4
顺序,順序,shùn xù,4
预测,預測,yù cè,4
预订,預訂,yù dìng,4
风俗,風俗,fēng sú,4
风景,風景,fēng jǐng,4
风格,風格,fēng gé,4
食堂,食堂,shí táng,4
首,首,shǒu,4
骨头,骨頭,gǔ tou,4
高价,高價,gāo jià,4
高尚,高尚,gāo shàng,4
高潮,高潮,gāo cháo,4
高铁,高鐵,gāo tiě,4
鲜,尟,xiǎn,4
鲜明,鮮明,xiān míng,4
鲜花,鮮花,xiān huā,4
黄瓜,黃瓜,huáng guā,4
黄金,黃金,huáng jīn,4
黑暗,黑暗,hēi àn,4
默默,默默,mò mò,4
一下子,一下子,yī xià zi,5
一口气,一口氣,yī kǒu qì,5
一句话,一句話,yī jù huà,5
一向,一向,yī xiàng,5
一带,一帶,yī dài,5
一旦,一旦,yī dàn,5
一流,一流,yī liú,5
一路,一路,yī lù,5
一身,一身,yī shēn,5
一辈子,一輩子,yī bèi zi,5
上下,上下,shàng xià,5
上涨,上漲,shàng zhǎng,5
上级,上級,shàng jí,5
不停,不停,bù tíng,5
不免,不免,bù miǎn,5
不利,不利,bù lì,5
不幸,不幸,bù xìng,5
不得了,不得了,bù dé liǎo,5
不敢当,不敢當,bù gǎn dāng,5
不时,不時,bù shí,5
不易,不易,bù yì,5
不曾,不曾,bù céng,5
不止,不止,bù zhǐ,5
不耐烦,不耐煩,bù nài fán,5
不能不,不能不,bù néng bù,5
不良,不良,bù liáng,5
不许,不許,bù xǔ,5
不足,不足,bù zú,5
不顾,不顧,bù gù,5
丑,丑,Chǒu,5
专利,專利,zhuān lì,5
专辑,專輯,zhuān jí,5
业务,業務,yè wù,5
丢,丟,diū,5
两岸,兩岸,liǎng àn,5
严厉,嚴厲,yán lì,5
严肃,嚴肅,yán sù,5
个儿,個兒,gè r,5
中央,中央,zhōng yāng,5
中断,中斷,zhōng duàn,5
中毒,中毒,zhòng dú,5
中秋节,中秋節,Zhōng qiū jié,5
中药,中藥,zhōng yào,5
丰收,豐收,fēng shōu,5
为主,為主,wéi zhǔ,5
为期,為期,wéi qī,5
为止,為止,wéi zhǐ,5
为难,為難,wéi nán,5
主体,主體,zhǔ tǐ,5
主办,主辦,zhǔ bàn,5
主导,主導,zhǔ dǎo,5
主管,主管,zhǔ guǎn,5
主观,主觀,zhǔ guān,5
举动,舉動,jǔ dòng,5
之下,之下,zhī xià,5
之中,之中,zhī zhōng,5
之内,之內,zhī nèi,5
之外,之外,zhī wài,5
乘,乘,Chéng,5
乘坐,乘坐,chéng zuò,5
乘客,乘客,chéng kè,5
乘车,乘車,chéng chē,5
乙,乙,yǐ,5
也好,也好,yě hǎo,5
乡,鄉,xiāng,5
乡村,鄉村,xiāng cūn,5
书柜,書櫃,shū guì,5
书桌,書桌,shū zhuō,5
书法,書法,shū fǎ,5
买卖,買賣,mǎi mài,5
争议,爭議,zhēng yì,5
二维码,二維碼,èr wéi mǎ,5
亏,虧,kuī,5
亚军,亞軍,yà jūn,5
交代,交代,jiāo dài,5
产业,產業,chǎn yè,5
享受,享受,xiǎng shòu,5
人力,人力,rén lì,5
人士,人士,rén shì,5
人物,人物,rén wù,5
人间,人間,rén jiān,5
今日,今日,jīn rì,5
仍旧,仍舊,réng jiù,5
从中,從中,cóng zhōng,5
从而,從而,cóng ér,5
仔细,仔細,zǐ xì,5
代价,代價,dài jià,5
代理,代理,dài lǐ,5
令,令,líng,5
以便,以便,yǐ biàn,5
以往,以往,yǐ wǎng,5
价,價,jià,5
休闲,休閒,xiū xián,5
众多,眾多,zhòng duō,5
优先,優先,yōu xiān,5
优惠,優惠,yōu huì,5
会谈,會談,huì tán,5
传真,傳真,chuán zhēn,5
传达,傳達,chuán dá,5
传递,傳遞,chuán dì,5
估计,估計,gū jì,5
伸,伸,shēn,5
低于,低於,dī yú,5
体力,體力,tǐ lì,5
体积,體積,tǐ jī,5
使得,使得,shǐ de,5
例外,例外,lì wài,5
依据,依據,yī jù,5
依旧,依舊,yī jiù,5
依法,依法,yī fǎ,5
依照,依照,yī zhào,5
便于,便於,biàn yú,5
便利,便利,biàn lì,5
便条,便條,biàn tiáo,5
保养,保養,bǎo yǎng,5
保卫,保衛,bǎo wèi,5
信念,信念,xìn niàn,5
信箱,信箱,xìn xiāng,5
修养,修養,xiū yǎng,5
修复,修復,xiū fù,5
修建,修建,xiū jiàn,5
俱乐部,俱樂部,jù lè bù,5
倒是,倒是,dào shi,5
倡导,倡導,chàng dǎo,5
值班,值班,zhí bān,5
停留,停留,tíng liú,5
健全,健全,jiàn quán,5
偶像,偶像,ǒu xiàng,5
偶尔,偶爾,ǒu ěr,5
偶然,偶然,ǒu rán,5
偷,偷,tōu,5
偷偷,偷偷,tōu tōu,5
傻,傻,shǎ,5
儿女,兒女,ér nu:3,5
元旦,元旦,Yuán dàn,5
充足,充足,chōng zú,5
先前,先前,xiān qián,5
先后,先後,xiān hòu,5
光线,光線,guāng xiàn,5
光荣,光榮,guāng róng,5
兔,兎,tù,5
入门,入門,rù mén,5
全世界,全世界,quán shì jiè,5
全都,全都,quán dōu,5
公告,公告,gōng gào,5
公式,公式,gōng shì,5
公正,公正,gōng zhèng,5
公认,公認,gōng rèn,5
共享,共享,gòng xiǎng,5
共计,共計,gòng jì,5
关怀,關懷,guān huái,5
关键,關鍵,guān jiàn,5
其,其,qí,5
典礼,典禮,diǎn lǐ,5
内在,內在,nèi zài,5
册,冊,cè,5
再也,再也,zài yě,5
再次,再次,zài cì,5
冒,冐,mào,5
军人,軍人,jūn rén,5
农产品,農產品,nóng chǎn pǐn,5
冠军,冠軍,guàn jūn,5
冲动,衝動,chōng dòng,5
冲突,衝突,chōng tū,5
决不,決不,jué bù,5
冻,凍,dòng,5
减轻,減輕,jiǎn qīng,5
凭,凴,píng,5
出于,出於,chū yú,5
出差,出差,chū chāi,5
出汗,出汗,chū hàn,5
出版,出版,chū bǎn,5
分享,分享,fēn xiǎng,5
分成,分成,fēn chéng,5
分析,分析,fēn xī,5
分离,分離,fēn lí,5
分类,分類,fēn lèi,5
分解,分解,fēn jiě,5
划分,劃分,huà fēn,5
创立,創立,chuàng lì,5
初期,初期,chū qī,5
利润,利潤,lì rùn,5
到来,到來,dào lái,5
制成,製成,zhì chéng,5
制约,制約,zhì yuē,5
前提,前提,qián tí,5
前景,前景,qián jǐng,5
剧本,劇本,jù běn,5
剩,剩,shèng,5
剩下,剩下,shèng xià,5
剪,剪,Jiǎn,5
剪刀,剪刀,jiǎn dāo,5
剪子,剪子,jiǎn zi,5
劝,勸,quàn,5
加上,加上,jiā shàng,5
加以,加以,jiā yǐ,5
加热,加熱,jiā rè,5
加速,加速,jiā sù,5
动员,動員,dòng yuán,5
动态,動態,dòng tài,5
动手,動手,dòng shǒu,5
动机,動機,dòng jī,5
助手,助手,zhù shǒu,5
助理,助理,zhù lǐ,5
劳动,勞動,láo dòng,5
势力,勢力,shì li,5
勤奋,勤奮,qín fèn,5
包围,包圍,bāo wéi,5
包装,包裝,bāo zhuāng,5
化石,化石,huà shí,5
北极,北極,běi jí,5
匹,匹,pī,5
区域,區域,qū yù,5
十足,十足,shí zú,5
升高,升高,shēng gāo,5
华语,華語,Huá yǔ,5
协议,協議,xié yì,5
协议书,協議書,xié yì shū,5
单一,單一,dān yī,5
南北,南北,nán běi,5
南极,南極,nán jí,5
博士,博士,bó shì,5
博客,博客,bó kè,5
博物馆,博物館,bó wù guǎn,5
博览会,博覽會,bó lǎn huì,5
占有,佔有,zhàn yǒu,5
占领,佔領,zhàn lǐng,5
卧室,臥室,wò shì,5
卫星,衛星,wèi xīng,5
印刷,印刷,yìn shuā,5
即使,即使,jí shǐ,5
厂长,廠長,chǎng zhǎng,5
厅,廳,tīng,5
厉害,厲害,lì hai,5
原先,原先,yuán xiān,5
原始,原始,yuán shǐ,5
原有,原有,yuán yǒu,5
原理,原理,yuán lǐ,5
厨房,廚房,chú fáng,5
叉,叉,chā,5
叉子,叉子,chā zi,5
友谊,友誼,yǒu yì,5
双手,雙手,shuāng shǒu,5
发射,發射,fā shè,5
发布,發佈,fā bù,5
发行,發行,fā xíng,5
发觉,發覺,fā jué,5
受灾,受災,shòu zāi,5
变动,變動,biàn dòng,5
口号,口號,kǒu hào,5
古老,古老,gǔ lǎo,5
只不过,只不過,zhǐ bu guò,5
只见,只見,zhǐ jiàn,5
可,可,kě,5
可怜,可憐,kě lián,5
可惜,可惜,kě xī,5
台风,臺風,tái fēng,5
号召,號召,hào zhào,5
吃力,吃力,chī lì,5
合并,合並,hé bìng,5
合成,合成,hé chéng,5
后悔,後悔,hòu huǐ,5
吐,吐,tǔ,5
向上,向上,xiàng shàng,5
向前,向前,xiàng qián,5
向导,嚮導,xiàng dǎo,5
吓,嚇,hè,5
吨,噸,dūn,5
启事,啟事,qǐ shì,5
启动,啟動,qǐ dòng,5
启发,啟發,qǐ fā,5
呆,呆,dāi,5
周期,週期,zhōu qī,5
命令,命令,mìng lìng,5
咬,咬,yǎo,5
咳,咳,hāi,5
品,品,pǐn,5
品种,品種,pǐn zhǒng,5
唯一,唯一,wéi yī,5
商标,商標,shāng biāo,5
喜剧,喜劇,xǐ jù,5
喷,噴,pēn,5
四周,四周,sì zhōu,5
回信,回信,huí xìn,5
回头,回頭,huí tóu,5
回忆,回憶,huí yì,5
回报,回報,huí bào,5
回收,回收,huí shōu,5
回避,回避,huí bì,5
回顾,回顧,huí gù,5
因而,因而,yīn ér,5
团长,團長,tuán zhǎng,5
园林,園林,yuán lín,5
困扰,困擾,kùn rǎo,5
围绕,圍繞,wéi rào,5
国民,國民,guó mín,5
国籍,國籍,guó jí,5
土豆,土豆,tǔ dòu,5
在内,在內,zài nèi,5
在场,在場,zài chǎng,5
地带,地帶,dì dài,5
地形,地形,dì xíng,5
地震,地震,dì zhèn,5
场面,場面,chǎng miàn,5
坚定,堅定,jiān dìng,5
城里,城裡,chénglǐ,5
基地,基地,jī dì,5
基金,基金,jī jīn,5
堆,堆,duī,5
墙壁,牆壁,qiáng bì,5
增,增,zēng,5
增产,增產,zēng chǎn,5
增多,增多,zēng duō,5
增大,增大,zēng dà,5
增强,增強,zēng qiáng,5
声,聲,shēng,5
处分,處分,chǔ fèn,5
处在,處在,chǔ zài,5
处罚,處罰,chǔ fá,5
外界,外界,wài jiè,5
夜间,夜間,yè jiān,5
大事,大事,dà shì,5
大于,大於,dà yú,5
大伙儿,大伙兒,dà huǒ r,5
大厅,大廳,dà tīng,5
大奖赛,大獎賽,dà jiǎng sài,5
大熊猫,大熊貓,dà xióng māo,5
大纲,大綱,dà gāng,5
大胆,大膽,dà dǎn,5
大脑,大腦,dà nǎo,5
大致,大致,dà zhì,5
大象,大象,dà xiàng,5
大都,大都,Dà dū,5
天才,天才,tiān cái,5
天文,天文,tiān wén,5
天然气,天然氣,tiān rán qì,5
太空,太空,tài kōng,5
失误,失誤,shī wù,5
夹,夾,jiā,5
奖励,獎勵,jiǎng lì,5
女性,女性,nu:3 xìng,5
好运,好運,hǎo yùn,5
如下,如下,rú xià,5
如同,如同,rú tóng,5
如此,如此,rú cǐ,5
委托,委託,wěi tuō,5
子弹,子彈,zǐ dàn,5
存款,存款,cún kuǎn,5
学位,學位,xué wèi,5
学科,學科,xué kē,5
学者,學者,xué zhě,5
安慰,安慰,ān wèi,5
完了,完了,wán le,5
实惠,實惠,shí huì,5
客厅,客廳,kè tīng,5
客户,客戶,kè hù,5
客气,客氣,kè qi,5
害,害,hài,5
宽度,寬度,kuān dù,5
宾馆,賓館,bīn guǎn,5
宿舍,宿舍,sù shè,5
寸,寸,cùn,5
对应,對應,duì yìng,5
对立,對立,duì lì,5
寻求,尋求,xún qiú,5
寿司,壽司,shòu sī,5
射,䠶,shè,5
射击,射擊,shè jī,5
将,將,jiāng,5
将要,將要,jiāng yào,5
尊敬,尊敬,zūn jìng,5
尊重,尊重,zūn zhòng,5
小偷儿,小偷兒,xiǎotōur5,5
尝,嘗,cháng,5
尝试,嘗試,cháng shì,5
尤其,尤其,yóu qí,5
尽可能,儘可能,jǐn kě néng,5
尽管,儘管,jǐn guǎn,5
局长,局長,jú zhǎng,5
局面,局面,jú miàn,5
层次,層次,céng cì,5
居然,居然,jū rán,5
届,屆,jiè,5
屋,屋,wū,5
展现,展現,zhǎn xiàn,5
展示,展示,zhǎn shì,5
展览,展覽,zhǎn lǎn,5
山区,山區,shān qū,5
岁月,歲月,suì yuè,5
岸,㟁,àn,5
岸上,岸上,àn shàng,5
工作日,工作日,gōng zuò rì,5
工艺,工藝,gōng yì,5
工艺品,工藝品,gōng yì pǐn,5
差一点儿,差一點兒,chà yī diǎn r,5
差别,差別,chā bié,5
差点儿,差點兒,chà diǎn r,5
差距,差距,chā jù,5
师傅,師傅,shī fu,5
带有,帶有,dài yǒu,5
幅,幅,fú,5
幅度,幅度,fú dù,5
干扰,干擾,gān rǎo,5
干脆,乾脆,gān cuì,5
干预,干預,gān yù,5
平原,平原,píng yuán,5
平坦,平坦,píng tǎn,5
年前,年前,nián qián,5
年度,年度,nián dù,5
年龄,年齡,nián líng,5
幽默,幽默,yōu mò,5
广,广,yǎn,5
广泛,廣泛,guǎng fàn,5
库,庫,kù,5
延伸,延伸,yán shēn,5
建筑,建築,jiàn zhù,5
建造,建造,jiàn zào,5
开幕,開幕,kāi mù,5
开幕式,開幕式,kāi mù shì,5
式,式,shì,5
弹,彈,dàn,5
强度,強度,qiáng dù,5
强迫,強迫,qiǎng pò,5
当代,當代,dāng dài,5
当前,當前,dāng qián,5
当场,當場,dāng chǎng,5
当年,當年,dāng nián,5
当选,當選,dāng xuǎn,5
形态,形態,xíng tài,5
彩票,彩票,cǎi piào,5
彼此,彼此,bǐ cǐ,5
待,待,dāi,5
得了,得了,dé le,5
得以,得以,dé yǐ,5
微博,微博,wēi bó,5
心态,心態,xīn tài,5
心疼,心疼,xīn téng,5
必,必,bì,5
必需,必需,bì xū,5
忍,忍,rěn,5
忍不住,忍不住,rěn bu zhù,5
忍受,忍受,rěn shòu,5
快活,快活,kuài huo,5
思维,思維,sī wéi,5
性能,性能,xìng néng,5
怨,怨,yuàn,5
总体,總體,zǒng tǐ,5
总数,總數,zǒng shù,5
总算,總算,zǒng suàn,5
总裁,總裁,zǒng cái,5
恋爱,戀愛,liàn ài,5
恢复,恢復,huī fù,5
恨,恨,hèn,5
悄悄,悄悄,qiāo qiāo,5
悲伤,悲傷,bēi shāng,5
悲剧,悲劇,bēi jù,5
情形,情形,qíng xing,5
情节,情節,qíng jié,5
愁,愁,chóu,5
意味着,意味著,yì wèi zhe,5
意志,意志,yì zhì,5
意识,意識,yì shí,5
感想,感想,gǎn xiǎng,5
愿,愿,yuàn,5
慌,慌,huāng,5
慌忙,慌忙,huāng máng,5
慰问,慰問,wèi wèn,5
戏,戯,xì,5
戏剧,戲劇,xì jù,5
成交,成交,chéng jiāo,5
成效,成效,chéng xiào,5
成本,成本,chéng běn,5
成语,成語,chéng yǔ,5
戒,戒,jiè,5
或是,或是,huò shì,5
所在,所在,suǒ zài,5
扇,扇,shān,5
扇子,扇子,shàn zi,5
手段,手段,shǒu duàn,5
手法,手法,shǒu fǎ,5
打击,打擊,dǎ jī,5
打包,打包,dǎ bāo,5
打扮,打扮,dǎ ban,5
打扰,打擾,dǎ rǎo,5
打架,打架,dǎ jià,5
扔,扔,rēng,5
执行,執行,zhí xíng,5
扮演,扮演,bàn yǎn,5
扶,扶,fú,5
承办,承辦,chéng bàn,5
技能,技能,jì néng,5
抢,搶,qiāng,5
抢救,搶救,qiǎng jiù,5
报答,報答,bào dá,5
报警,報警,bào jǐng,5
披,披,pī,5
抬,抬,tái,5
抬头,抬頭,tái tóu,5
抱怨,抱怨,bào yuàn,5
押金,押金,yā jīn,5
拆,拆,chāi,5
拆除,拆除,chāi chú,5
拍摄,拍攝,pāi shè,5
拒绝,拒絕,jù jué,5
拔,拔,bá,5
招手,招手,zhāo shǒu,5
招生,招生,zhāo shēng,5
拜访,拜訪,bài fǎng,5
拥抱,擁抱,yōng bào,5
拥有,擁有,yōng yǒu,5
拼,拼,pīn,5
拾,拾,shè,5
指标,指標,zhǐ biāo,5
指甲,指甲,zhǐ jia,5
指示,指示,zhǐ shì,5
指责,指責,zhǐ zé,5
按摩,按摩,àn mó,5
挡,擋,dǎng,5
挣,掙,zhēng,5
挣钱,掙錢,zhèng qián,5
挤,擠,jǐ,5
振动,振動,zhèn dòng,5
损失,損失,sǔn shī,5
损害,損害,sǔn hài,5
掌握,掌握,zhǎng wò,5
排除,排除,pái chú,5
接触,接觸,jiē chù,5
接连,接連,jiē lián,5
控制,控制,kòng zhì,5
推行,推行,tuī xíng,5
提倡,提倡,tí chàng,5
提示,提示,tí shì,5
提起,提起,tí qǐ,5
插,插,chā,5
握,握,wò,5
搜,搜,sōu,5
搜索,搜索,sōu suǒ,5
搞,搞,gǎo,5
搞好,搞好,gǎo hǎo,5
摄像,攝像,shè xiàng,5
摄像机,攝像機,shè xiàng jī,5
摄影,攝影,shè yǐng,5
摄影师,攝影師,shè yǐng shī,5
摇头,搖頭,yáo tóu,5
摔,摔,shuāi,5
摔倒,摔倒,shuāi dǎo,5
摘,摘,zhāi,5
摩托,摩托,mó tuō,5
摩擦,摩擦,mó cā,5
撞,撞,zhuàng,5
支出,支出,zhī chū,5
支配,支配,zhī pèi,5
收拾,收拾,shōu shi,5
收购,收購,shōu gòu,5
收集,收集,shōu jí,5
改革,改革,gǎi gé,5
放大,放大,fàng dà,5
放弃,放棄,fàng qì,5
敏感,敏感,mǐn gǎn,5
救灾,救災,jiù zāi,5
散文,散文,sǎn wén,5
数目,數目,shù mù,5
敲,敲,qiāo,5
敲门,敲門,qiāo mén,5
文艺,文藝,wén yì,5
斜,斜,xié,5
旁,旁,páng,5
无奈,無奈,wú nài,5
无疑,無疑,wú yí,5
早期,早期,zǎo qī,5
时事,時事,shí shì,5
时光,時光,shí guāng,5
时常,時常,shí cháng,5
时机,時機,shí jī,5
明亮,明亮,míng liàng,5
明明,明明,míng míng,5
显,顯,xiǎn,5
景象,景象,jǐng xiàng,5
晴朗,晴朗,qíng lǎng,5
暂停,暫停,zàn tíng,5
暂时,暫時,zàn shí,5
暖,㬉,nuǎn,5
更换,更換,gēng huàn,5
更新,更新,gēng xīn,5
月球,月球,yuè qiú,5
月饼,月餅,yuè bǐng,5
有利于,有利於,yǒu lì yú,5
有力,有力,yǒu lì,5
有害,有害,yǒu hài,5
有毒,有毒,yǒu dú,5
有着,有著,yǒu zhe,5
服从,服從,fú cóng,5
朗读,朗讀,lǎng dú,5
期望,期望,qī wàng,5
本人,本人,běn rén,5
朵,朵,duǒ,5
机制,機制,jī zhì,5
机器人,機器人,jī qì rén,5
杀,殺,shā,5
杀毒,殺毒,shā dú,5
来信,來信,lái xìn,5
枪,槍,Qiāng,5
染,染,rǎn,5
柜子,櫃子,guì zi,5
查询,查詢,chá xún,5
桃,桃,táo,5
桃树,桃樹,táo shù,5
桃花,桃花,táo huā,5
梨,梨,lí,5
检验,檢驗,jiǎn yàn,5
棒,棒,bàng,5
模仿,模仿,mó fǎng,5
模式,模式,mó shì,5
模样,模樣,mú yàng,5
模糊,模糊,mó hu,5
模范,模範,mó fàn,5
欠,欠,qiàn,5
欣赏,欣賞,xīn shǎng,5
歇,歇,xiē,5
歌曲,歌曲,gē qǔ,5
正义,正義,zhèng yì,5
正如,正如,zhèng rú,5
正版,正版,zhèng bǎn,5
正规,正規,zhèng guī,5
此刻,此刻,cǐ kè,5
此后,此後,cǐ hòu,5
此时,此時,cǐ shí,5
毒,毒,dú,5
比方,比方,bǐ fang,5
比重,比重,bǐ zhòng,5
毕竟,畢竟,bì jìng,5
毛笔,毛筆,máo bǐ,5
气体,氣體,qì tǐ,5
气象,氣象,qì xiàng,5
水产品,水產品,shuǐ chǎn pǐn,5
水分,水分,shuǐ fèn,5
水库,水庫,shuǐ kù,5
水灾,水災,shuǐ zāi,5
汇款,匯款,huì kuǎn,5
汗,汗,hán,5
池子,池子,chí zi,5
污染,污染,wū rǎn,5
污水,污水,wū shuǐ,5
沙漠,沙漠,shā mò,5
沟,溝,gōu,5
沟通,溝通,gōu tōng,5
治安,治安,zhì ān,5
治理,治理,zhì lǐ,5
泉,泉,quán,5
法制,法制,fǎ zhì,5
法规,法規,fǎ guī,5
注册,註冊,zhù cè,5
注射,注射,zhù shè,5
注视,注視,zhù shì,5
注重,注重,zhù zhòng,5
泼,潑,pō,5
洒,灑,sǎ,5
洞,洞,dòng,5
活力,活力,huó lì,5
活泼,活潑,huó po,5
流动,流動,liú dòng,5
流通,流通,liú tōng,5
浪漫,浪漫,làng màn,5
消极,消極,xiāo jí,5
消毒,消毒,xiāo dú,5
消费者,消費者,xiāo fèi zhě,5
消防,消防,xiāo fáng,5
消除,消除,xiāo chú,5
涨,漲,zhǎng,5
涨价,漲價,zhǎng jià,5
深处,深處,shēn chù,5
深度,深度,shēn dù,5
清晨,清晨,qīng chén,5
清理,清理,qīng lǐ,5
温和,溫和,wēn hé,5
渴望,渴望,kě wàng,5
游泳池,游泳池,yóu yǒng chí,5
滑,滑,Huá,5
滚,滾,gǔn,5
漏,漏,lòu,5
漏洞,漏洞,lòu dòng,5
漫画,漫畫,màn huà,5
漫长,漫長,màn cháng,5
火柴,火柴,huǒ chái,5
火灾,火災,huǒ zāi,5
火腿,火腿,huǒ tuǐ,5
灰色,灰色,huī sè,5
灾,災,zāi,5
灾区,災區,zāi qū,5
灾害,災害,zāi hài,5
灾难,災難,zāi nàn,5
点燃,點燃,diǎn rán,5
烂,爛,làn,5
烤肉,烤肉,kǎo ròu,5
烤鸭,烤鴨,kǎo yā,5
热量,熱量,rè liàng,5
热门,熱門,rè mén,5
煤,煤,méi,5
煤气,煤氣,méi qì,5
熊,熊,Xióng,5
熟悉,熟悉,shú xī,5
版,版,bǎn,5
牛仔裤,牛仔褲,niú zǎi kù,5
物业,物業,wù yè,5
物价,物價,wù jià,5
物质,物質,wù zhì,5
特定,特定,tè dìng,5
特性,特性,tè xìng,5
特有,特有,tè yǒu,5
犹豫,猶豫,yóu yù,5
狂,狂,kuáng,5
猜,猜,cāi,5
猜测,猜測,cāi cè,5
献,獻,xiàn,5
猴,猴,hóu,5
率领,率領,shuài lǐng,5
环节,環節,huán jié,5
现有,現有,xiàn yǒu,5
现状,現狀,xiàn zhuàng,5
玻璃,玻璃,bō li,5
珍惜,珍惜,zhēn xī,5
珍珠,珍珠,zhēn zhū,5
珍贵,珍貴,zhēn guì,5
琴,琴,qín,5
生成,生成,shēng chéng,5
用不着,用不著,yòng bu zháo,5
用于,用於,yòng yú,5
用户,用戶,yòng hù,5
用来,用來,yòng lái,5
由此,由此,yóu cǐ,5
甲,甲,jiǎ,5
电子版,電子版,diàn zǐ bǎn,5
电池,電池,diàn chí,5
电饭锅,電飯鍋,diàn fàn guō,5
男性,男性,nán xìng,5
画面,畫面,huà miàn,5
疯,瘋,fēng,5
疯狂,瘋狂,fēng kuáng,5
病毒,病毒,bìng dú,5
瘦,瘦,shòu,5
白酒,白酒,bái jiǔ,5
皮肤,皮膚,pí fū,5
皮鞋,皮鞋,pí xié,5
盆,盆,pén,5
盒,盒,hé,5
盒子,盒子,hé zi,5
盒饭,盒飯,hé fàn,5
目光,目光,mù guāng,5
直线,直線,zhí xiàn,5
相声,相聲,xiàng sheng,5
相应,相應,xiāng yìng,5
相等,相等,xiāng děng,5
看出,看出,kàn chū,5
看待,看待,kàn dài,5
看成,看成,kàn chéng,5
真理,真理,zhēn lǐ,5
真相,真相,zhēn xiàng,5
真诚,真誠,zhēn chéng,5
眼光,眼光,yǎn guāng,5
睡眠,睡眠,shuì mián,5
瞧,瞧,qiáo,5
矛盾,矛盾,máo dùn,5
码头,碼頭,mǎ tóu,5
研究所,研究所,yán jiū suǒ,5
硕士,碩士,shuò shì,5
硬,硬,yìng,5
硬件,硬件,yìng jiàn,5
确立,確立,què lì,5
碎,碎,suì,5
示范,示範,shì fàn,5
礼,禮,Lǐ,5
礼拜,禮拜,lǐ bài,5
礼貌,禮貌,lǐ mào,5
社,社,shè,5
社区,社區,shè qū,5
祝贺,祝賀,zhù hè,5
神,神,Shén,5
神奇,神奇,shén qí,5
神情,神情,shén qíng,5
神经,神經,shén jīng,5
福利,福利,fú lì,5
私人,私人,sī rén,5
秒,秒,miǎo,5
称号,稱號,chēng hào,5
稍,稍,shāo,5
稍微,稍微,shāo wēi,5
空中,空中,kōng zhōng,5
突破,突破,tū pò,5
窗帘,窗簾,chuāng lián,5
立,立,Lì,5
立场,立場,lì chǎng,5
竞争,競爭,jìng zhēng,5
竞赛,競賽,jìng sài,5
竹子,竹子,zhú zi,5
等候,等候,děng hòu,5
等级,等級,děng jí,5
答,答,dā,5
答复,答復,dá fù,5
签,簽,qiān,5
签名,簽名,qiān míng,5
签字,簽字,qiān zì,5
签约,簽約,qiān yuē,5
签订,簽訂,qiān dìng,5
签证,簽證,qiān zhèng,5
糟,糟,zāo,5
糟糕,糟糕,zāo gāo,5
紧紧,緊緊,jǐn jǐn,5
紫,紫,zǐ,5
繁荣,繁榮,fán róng,5
约束,約束,yuē shù,5
线索,線索,xiàn suǒ,5
组织,組織,zǔ zhī,5
终止,終止,zhōng zhǐ,5
终点,終點,zhōng diǎn,5
终身,終身,zhōng shēn,5
经费,經費,jīng fèi,5
绕,繞,rào,5
绝望,絕望,jué wàng,5
继承,繼承,jì chéng,5
编辑,編輯,biān jí,5
缺乏,缺乏,quē fá,5
罚,罰,fá,5
罚款,罰款,fá kuǎn,5
群众,群眾,qún zhòng,5
群体,群體,qún tǐ,5
羽毛球,羽毛球,yǔ máo qiú,5
羽绒服,羽絨服,yǔ róng fú,5
考核,考核,kǎo hé,5
耐心,耐心,nài xīn,5
耳朵,耳朵,ěr duo,5
职位,職位,zhí wèi,5
职务,職務,zhí wù,5
职能,職能,zhí néng,5
联想,聯想,Lián xiǎng,5
联络,聯絡,lián luò,5
聪明,聰明,cōng ming,5
肌肉,肌肉,jī ròu,5
肠,腸,cháng,5
肩,肩,jiān,5
肯定,肯定,kěn dìng,5
胃,胃,wèi,5
胆,膽,dǎn,5
胆小,膽小,dǎn xiǎo,5
背包,背包,bēi bāo,5
胜负,勝負,shèng fù,5
胡同儿,胡同兒,hútòngr5,5
胡子,鬍子,hú zi,5
胶带,膠帶,jiāo dài,5
胶水,膠水,jiāo shuǐ,5
能量,能量,néng liàng,5
脆,脃,cuì,5
脑子,腦子,nǎo zi,5
脚步,腳步,jiǎo bù,5
脱离,脫離,tuō lí,5
脸盆,臉盆,liǎn pén,5
脸色,臉色,liǎn sè,5
脾气,脾氣,pí qi,5
自愿,自願,zì yuàn,5
自杀,自殺,zì shā,5
自豪,自豪,zì háo,5
臭,臭,chòu,5
至,至,zhì,5
舍不得,捨不得,shě bu de,5
舍得,捨得,shě de,5
舞,舞,wǔ,5
艰苦,艱苦,jiān kǔ,5
艰难,艱難,jiān nán,5
草原,草原,cǎo yuán,5
落实,落實,luò shí,5
葡萄,葡萄,pú tao,5
葡萄酒,葡萄酒,pú tao jiǔ,5
蔬菜,蔬菜,shū cài,5
薄弱,薄弱,bó ruò,5
虎,虎,hǔ,5
虚心,虛心,xū xīn,5
蛇,虵,shé,5
蛋糕,蛋糕,dàn gāo,5
行驶,行駛,xíng shǐ,5
补偿,補償,bǔ cháng,5
补贴,補貼,bǔ tiē,5
被动,被動,bèi dòng,5
裁判,裁判,cái pàn,5
装饰,裝飾,zhuāng shì,5
西红柿,西紅柿,xī hóng shì,5
西装,西裝,xī zhuāng,5
规划,規劃,guī huà,5
视为,視為,shì wéi,5
视频,視頻,shì pín,5
解放,解放,jiě fàng,5
解除,解除,jiě chú,5
